,LAT,LON,SOG,COG
20,49.372742828461966,-123.30653584929205,48.9,81.12794024448343
21,49.375885190877234,-123.30222551365587,4.0,311.84842982073326
22,49.37826895601159,-123.29679229882414,24.1,326.0989521506362
23,49.37826895601159,-123.29679229882414,46.8,33.07598187242235
24,49.39121095111923,-123.30105949914872,41.2,77.85398194591873
25,49.39121095111923,-123.30105949914872,46.5,349.0603163643907
26,49.3861222870887,-123.31978139315866,4.2,337.4014622805068
27,49.385701729859186,-123.33902911864732,15.4,358.09034663860535
28,49.38946126784738,-123.34856361074957,33.4,31.13684474751807
29,49.38798481344092,-123.35280216559975,4.5,331.916242223048
