,LAT,LON,SOG,COG
0,49.2991,-123.46484,47.7,334.4788182727353
1,49.29380628417777,-123.44628665609022,45.3,23.562956855019706
2,49.29382875485055,-123.42706408656008,26.2,359.890310240884
3,49.300341427489485,-123.42211883026584,11.3,296.4073649209157
4,49.30002943578908,-123.41734696000887,15.2,5.707479197008539
5,49.303126193685905,-123.41296629284287,15.4,312.7693526370374
6,49.30576243082189,-123.40782145491119,48.2,321.91568759816755
7,49.31613149986406,-123.39489438166724,45.7,309.1791244788973
8,49.316836896141076,-123.37552317582232,25.3,356.80449055901215
9,49.32176604708709,-123.3678732996969,35.6,315.41049215187064
10,49.32638912672619,-123.3545143251507,29.6,332.09645392755806
11,49.330362750575446,-123.34351326592078,0.8,331.06872169409843
12,49.3303469961213,-123.34317439908968,26.3,4.068791690715102
13,49.3337788104289,-123.33331704351056,20.3,331.9515404991339
14,49.33898859324526,-123.33003491253325,6.4,292.3751971429883
15,49.34062507737263,-123.32897802265992,4.3,292.8797420203097
16,49.34062507737263,-123.32897802265992,25.8,309.1991477381895
17,49.351395213579394,-123.3171954123957,29.3,305.55169459902487
18,49.3625714509064,-123.30838012180747,24.0,297.2550177136786
19,49.36964420089755,-123.30579513348034,11.8,283.4239243280713
20,49.372742828461966,-123.30653584929205,48.9,81.12794024448343
21,49.375885190877234,-123.30222551365587,4.0,311.84842982073326
22,49.37826895601159,-123.29679229882414,24.1,326.0989521506362
23,49.37826895601159,-123.29679229882414,46.8,33.07598187242235
24,49.39121095111923,-123.30105949914872,41.2,77.85398194591873
25,49.39121095111923,-123.30105949914872,46.5,349.0603163643907
26,49.3861222870887,-123.31978139315866,4.2,337.4014622805068
27,49.385701729859186,-123.33902911864732,15.4,358.09034663860535
28,49.38946126784738,-123.34856361074957,33.4,31.13684474751807
29,49.38798481344092,-123.35280216559975,4.5,331.916242223048
30,49.38729667341062,-123.3591778495764,47.2,350.6141977665271
31,49.388231610316204,-123.36556657040761,48.7,12.637929267332552
32,49.3967629063946,-123.38135203038915,22.7,39.63026689279272
33,49.39705761198074,-123.40077967813187,35.2,1.3388008879104234
34,49.39761580642881,-123.41150397704281,21.1,4.563697358110062
35,49.392896238051975,-123.42480287832403,41.9,331.4711900384271
36,49.39555983647533,-123.43670898378926,39.5,18.923754955037197
37,49.39558507562236,-123.43704695147554,11.8,6.527376179285852
38,49.3997580043649,-123.446222721702,4.5,34.87235627216647
39,49.4001417918789,-123.45483531881774,32.4,3.909314340965139
40,49.39911301598366,-123.45705394382327,17.5,324.60696531978147
41,49.39839324413827,-123.45851247341928,19.6,322.90628612955334
