,LAT,LON,SOG,COG
20,49.35441771296589,-123.32782722244363,26.9,73.7174997287614
21,49.36121831289811,-123.32224802928133,47.5,298.1838314302511
22,49.37261179610321,-123.31151431010831,49.7,301.5980892247059
23,49.377177908150856,-123.30049763568097,9.2,327.5903611711274
24,49.38080353900709,-123.29204113877557,40.1,326.70563152863986
25,49.38080353900709,-123.29204113877557,39.3,44.65343765824946
26,49.387291358831256,-123.30733319636371,15.3,33.02421663730412
27,49.387291358831256,-123.30733319636371,38.2,17.259514323278893
28,49.37989340742127,-123.32162274704905,34.5,321.5906420954716
29,49.38674074826925,-123.33100317953878,8.1,48.195054484508915
