,LAT,LON,SOG,COG
0,49.2991,-123.46484,7.3,343.9473836819212
1,49.29969344215277,-123.4618778463487,7.3,342.9667421610424
2,49.30162264111587,-123.46093148823459,16.1,287.7856626476976
3,49.30363320064893,-123.45482918035096,6.6,333.2570265294407
4,49.30519465701458,-123.45336460349483,31.4,301.5217751610868
5,49.31106067375424,-123.44350795902304,48.7,317.68823215282373
6,49.318747650026864,-123.42650289717153,25.4,325.33208377080007
7,49.3185488426425,-123.41572353372811,48.2,1.6119679390135389
8,49.33146227896187,-123.41038064993974,21.0,285.13095193811205
9,49.32958180456641,-123.40193981190494,45.0,18.819814587394944
