,LAT,LON,SOG,COG
0,49.2991,-123.46484,28.5,359.6024063619127
1,49.30571482486789,-123.4582077655324,19.4,303.24858618905733
2,49.30457401475511,-123.45016063071998,19.3,12.2294349390895
3,49.30384899938027,-123.44204452898875,24.1,7.775921779228369
4,49.308055839994935,-123.43409194466827,42.5,321.0243822720257
5,49.313596179779374,-123.41816521885232,44.2,331.9788919701384
6,49.31486155986148,-123.39950173527407,35.4,354.0722465877122
7,49.313508037740476,-123.38461719933254,45.1,7.9128942041962205
8,49.322462342200446,-123.37123830178378,39.5,314.3211652568229
9,49.32690883545871,-123.35590793339209,3.9,336.06544173824386
10,49.32711831374976,-123.35428320424255,25.2,348.84041861602884
11,49.326478731764375,-123.34362753295149,31.1,5.242865143409773
12,49.3320214567833,-123.33350382486631,48.0,320.0433437985012
13,49.3320214567833,-123.33350382486631,26.7,274.6355621297117
14,49.33733520373955,-123.32453812731853,6.6,317.7911280664498
15,49.340381236168454,-123.31774376115767,12.5,325.5442169443367
16,49.345692219666624,-123.31880980370825,10.4,82.52861208888399
17,49.348626562440906,-123.30960994040684,41.2,333.9751907821611
18,49.36031254289268,-123.30715726470878,38.7,277.8058343781451
19,49.367750330913964,-123.29222102096456,27.8,322.6704211486555
20,49.377410323723616,-123.29496494946946,6.0,79.49297805939239
21,49.377410323723616,-123.29496494946946,3.2,37.255337006789496
22,49.384423535319286,-123.28936253553836,18.6,297.5421731401481
23,49.3894995182902,-123.2921129477127,7.1,70.52125161884285
24,49.39231812327881,-123.29909086163583,7.6,31.752420520627666
25,49.39894324858795,-123.30049911573208,23.1,82.10188066220545
26,49.39894324858795,-123.30049911573208,27.2,46.58895659542476
27,49.39559269365096,-123.31147717287456,26.4,334.9421463637592
28,49.39890768019409,-123.31797764999367,0.7,38.00465019529244
29,49.397104288088634,-123.3257055891684,1.4,340.32826447553634
30,49.39590860522524,-123.33578841178839,23.3,349.70600619064794
31,49.39889076601512,-123.35327360955893,48.0,14.65156235065703
32,49.39327538487687,-123.36998353395137,45.2,332.7635387062876
33,49.38804993512444,-123.38272926160207,0.2,327.87315207373047
34,49.37991595606249,-123.3973018420279,37.2,319.4757458791282
35,49.37964476653821,-123.414087349064,16.5,358.5888656440477
36,49.380452459947584,-123.41519096860645,29.1,48.26394962288538
37,49.38367271791496,-123.42470036464981,33.5,27.419047114000037
38,49.38513429970605,-123.43773064948866,40.0,9.754060321083017
39,49.389712035269575,-123.45689495097419,12.8,20.105498946208854
