,LAT,LON,SOG,COG
60,49.436500453171554,-123.30697273226133,0.7,63.621508598296444
61,49.436500453171554,-123.30697273226133,29.6,348.63691922580097
62,49.435007046749135,-123.31167967434868,10.4,334.05853628144826
63,49.435150331825234,-123.32010284435255,13.1,1.4973473293096902
64,49.43359938649048,-123.32972877662887,27.3,346.12640031403384
65,49.430749337109866,-123.33757234956371,17.4,330.8794838096538
66,49.430327491060936,-123.33914674575122,6.6,337.6671308128272
67,49.429915037688346,-123.34262143993814,11.4,349.6866968827736
68,49.429900178655174,-123.3449190949619,13.0,359.4327892356365
69,49.43055630255844,-123.35388375422198,27.3,6.4060951149931356
