,LAT,LON,SOG,COG
40,49.41059933037848,-123.30296413292946,16.8,75.79084568017156
41,49.4165304056729,-123.30248756272725,21.3,273.0008201253441
42,49.41926934655804,-123.30215382728397,2.1,274.544925829296
43,49.42705273810973,-123.30140553610917,2.6,273.58825796823237
44,49.43426525025055,-123.29999002611912,14.6,277.29385363475393
45,49.43517625307246,-123.29984562105444,20.5,275.90201777937597
46,49.43517625307246,-123.29984562105444,30.0,331.3227594160958
47,49.43224429650038,-123.31065015452756,16.1,337.4125809365672
48,49.431611814250125,-123.31328591412232,21.5,339.8012037965582
49,49.4324143230204,-123.32230876016288,10.1,7.769024022277733
