,LAT,LON,SOG,COG
0,49.2991,-123.46484,22.5,316.33113988962464
1,49.3029559864204,-123.45732891486645,13.0,321.8641956225204
2,49.30365897465468,-123.4519171796539,27.0,348.76250335552015
3,49.30632925714115,-123.44120968857553,6.9,339.12009648027197
4,49.307239598565424,-123.4386330465765,27.9,331.6155994335582
5,49.31136329377428,-123.42860930801778,18.1,327.818419235805
6,49.31334140336822,-123.42154664332016,18.1,336.807707570116
7,49.31407518422434,-123.41394541209081,27.0,351.59780296294605
8,49.31746868650957,-123.40372584639528,2.4,333.06897376951645
9,49.31788695733648,-123.40293287571996,9.2,321.1008340275045
10,49.319085980598594,-123.39948443266346,16.0,331.9911395538561
11,49.319888552205896,-123.39280333233964,20.3,349.58492175003454
12,49.32375025610667,-123.38652748236089,18.9,316.72852950145193
13,49.32658511818647,-123.37977529190523,28.3,327.2838163838866
14,49.33031506225128,-123.36919958160587,14.7,331.6437460988702
15,49.33236204371754,-123.36379965501752,20.2,329.8830749721211
16,49.335510022266966,-123.35670110462783,8.8,325.83690891969843
17,49.336366241192714,-123.35320092107487,24.7,339.4761990625127
18,49.33901469643504,-123.34352494924768,11.0,337.2691203206422
19,49.34010959780591,-123.33916369294661,29.3,338.9815297519085
20,49.34010959780591,-123.33916369294661,5.3,280.4485149952346
21,49.345302612215555,-123.3338559574679,12.2,303.73423686977964
22,49.34889551082244,-123.33335157038476,20.6,275.24023290983513
23,49.355175775658694,-123.3270940499123,7.1,303.0579963574948
24,49.356908237947565,-123.32584489983748,6.0,295.2193883195842
25,49.36459946123947,-123.3244728043146,10.3,276.6456958362462
26,49.368943196254804,-123.32060924715941,0.7,300.15004430929804
27,49.373934435972416,-123.31974023042746,2.0,276.48606638297935
28,49.380333728509896,-123.31376900051708,10.8,301.35004902906394
29,49.38096672980316,-123.31345147173325,4.8,288.133788984527
30,49.38349480435519,-123.31290283175908,15.2,278.0640646058323
31,49.387174736495034,-123.30909586721404,11.4,304.032209458564
32,49.3922116070544,-123.3052290138995,26.4,296.61568849302233
33,49.396105728204304,-123.2998448928568,18.5,312.0627803165133
34,49.403270272769504,-123.29491350659062,17.7,294.1883164101708
35,49.403270272769504,-123.29491350659062,23.7,70.60534374045932
36,49.409173812260434,-123.29803241267312,7.4,70.97961814349742
37,49.41251281753922,-123.30012723907186,2.6,67.73869425298449
38,49.41999284203548,-123.29944115650765,14.9,273.42427725352303
39,49.421670992772036,-123.30085522744425,28.8,61.20309240673714
40,49.42887967787046,-123.3051890723488,10.0,68.58864316257736
41,49.43348546896339,-123.30826345990714,24.4,66.47495361175982
42,49.43348546896339,-123.30826345990714,7.7,348.274232501098
43,49.43040432929964,-123.31659122771335,9.8,330.4377068065403
44,49.42980092215429,-123.32204500166172,6.6,350.374405542967
45,49.42740728666794,-123.3329316398179,14.5,341.3754984045354
46,49.42644064928684,-123.33546601869442,4.1,329.6843899127319
47,49.42703759281632,-123.34730172609555,9.8,4.425979966133468
48,49.427329848800696,-123.35499003247207,7.5,3.338244882602595
49,49.42711914047372,-123.36268461220777,3.8,357.598899611375
50,49.424317381960485,-123.37333926103034,4.1,338.04787785147107
51,49.42399869642573,-123.3742359137864,29.7,331.4161445436798
52,49.42332775095518,-123.37801257563002,22.6,344.76663297947
53,49.42167159244037,-123.38432858572092,22.7,338.10386594779186
54,49.41999687424902,-123.39257451839445,15.4,342.71026651998665
55,49.41999687424902,-123.39257451839445,10.8,6.386902061547289
56,49.41935086411357,-123.4020952006401,22.9,354.0655910536783
57,49.42018112742933,-123.40747729546416,12.5,13.306272437188682
58,49.420023454940115,-123.41896130299872,11.3,358.79868209380516
59,49.42011714761376,-123.42189323741044,21.1,2.805497065934645
60,49.422821196819335,-123.43301570481773,19.2,20.443652170653152
