,LAT,LON,SOG,COG
0,49.2991,-123.46484,22.5,316.33113988962464
1,49.3029559864204,-123.45732891486645,13.0,321.8641956225204
2,49.30365897465468,-123.4519171796539,27.0,348.76250335552015
3,49.30632925714115,-123.44120968857553,6.9,339.12009648027197
4,49.307239598565424,-123.4386330465765,27.9,331.6155994335582
5,49.31136329377428,-123.42860930801778,18.1,327.818419235805
6,49.31334140336822,-123.42154664332016,18.1,336.807707570116
7,49.31407518422434,-123.41394541209081,27.0,351.59780296294605
8,49.31746868650957,-123.40372584639528,2.4,333.06897376951645
9,49.31788695733648,-123.40293287571996,9.2,321.1008340275045
