,LAT,LON,SOG,COG
0,49.2991,-123.46484,15.9,323.8716430477537
1,49.301233141927355,-123.45893288140009,0.2,331.0906631671972
2,49.301239037244585,-123.45884848075104,19.4,353.90325793551216
3,49.30298926279818,-123.45106205113649,18.6,341.02762573642764
4,49.30571494245321,-123.44435779564661,13.1,328.1267047641146
5,49.30804577886474,-123.44009042328098,15.7,320.12548043581074
6,49.30949093856941,-123.43380346716,26.3,340.6280768426883
7,49.312129709340375,-123.42339453564969,6.9,338.80298268480993
8,49.31293453935434,-123.4207367184644,5.9,335.14714985102387
9,49.31384949052859,-123.41865957628502,14.1,326.02935877626135
10,49.31627735731428,-123.41396509955403,10.3,321.65173652665595
11,49.318139735900445,-123.41064766555328,0.3,319.34469965655455
12,49.31818966259203,-123.41054573914457,7.8,323.15603248021233
13,49.31851780727575,-123.40727250894408,6.2,351.28013609107893
14,49.31919379163393,-123.40485188847254,22.9,336.86739052602815
15,49.321703713356754,-123.39591953598013,10.9,336.736032149042
16,49.32214972352155,-123.39134217244806,17.6,351.5200507121681
17,49.32280627008935,-123.38393726424427,25.6,352.2727100028092
18,49.32686459908628,-123.3750150786007,25.2,325.1629690336169
19,49.33064803252422,-123.36601506338049,1.8,327.24771344993206
20,49.330981672268685,-123.36544614006756,25.1,318.09791581064883
21,49.33549089679814,-123.3573211526805,21.6,319.6584864429108
22,49.336988425852624,-123.34843837199179,0.8,345.53069561899287
23,49.33701284252024,-123.34810066385933,3.3,353.68627488893134
24,49.3373812906168,-123.34681752660593,3.0,336.2779980598596
25,49.337746593422956,-123.34567256145436,4.9,333.97584848487855
26,49.33869005632086,-123.34417370856787,5.7,316.07117993385066
27,49.33926088732893,-123.34191586085734,15.0,338.8475178659861
28,49.34033993354705,-123.3357625639251,25.3,344.97533108730795
29,49.34033993354705,-123.3357625639251,21.5,307.88804876188163
30,49.34467231905976,-123.33447881322678,0.8,280.9570963020458
31,49.34472345903762,-123.33444578175438,1.3,292.88041605798713
32,49.35005333131861,-123.33327786443367,6.5,278.1468351140569
33,49.354344342769416,-123.3288850012016,12.1,303.7720049081836
34,49.357273444001216,-123.32558779825628,5.9,306.32627273899493
35,49.361061566877346,-123.32229126478998,29.7,299.61323926722537
36,49.36811359613216,-123.31940751378635,24.0,284.9519437040204
37,49.369621381841135,-123.31759969561872,15.0,308.0601458139227
38,49.37119775226834,-123.31692116894438,27.4,285.69969345183813
39,49.37471696632115,-123.31430041021608,18.4,295.9319149930888
40,49.377403767286026,-123.31280549767433,7.8,289.96534091314584
41,49.37747315887926,-123.3127350274247,5.7,303.5476416893593
42,49.37911311775955,-123.31057078969631,4.4,310.7491565376861
43,49.380565479471045,-123.30915743993944,10.3,302.4298499361122
44,49.385430767957395,-123.30289382106969,5.6,310.044565371067
45,49.388067423368,-123.30062200794686,18.7,299.35591456630766
46,49.39274054101227,-123.29844393066801,27.3,286.92116917270687
47,49.39888410476375,-123.29297615062828,19.9,300.14992344975644
48,49.39888410476375,-123.29297615062828,17.3,270.5684517977411
49,49.4029515109933,-123.2955985394493,6.6,67.18134534192704
50,49.403006088478186,-123.29558304021187,1.8,280.4993214728458
51,49.40835050101279,-123.29658375348446,20.9,83.03407467965798
52,49.41349556995443,-123.29594109329955,1.5,274.65910222783833
53,49.41682754741675,-123.29817076904185,6.9,66.41528809307636
54,49.42089659495823,-123.30055960261873,23.5,69.04430125833181
55,49.428192741677165,-123.30087902239701,1.2,88.36434989144412
56,49.4299773231531,-123.30194389351651,27.6,68.73454301973914
57,49.431518921963836,-123.30279022025069,26.5,70.2996802347043
58,49.435152383315334,-123.30501809671287,6.6,68.20480169616647
59,49.43765732545799,-123.30712994990442,0.4,61.19850357300261
60,49.437731140915545,-123.30718901158404,18.7,62.44516876717715
61,49.437731140915545,-123.30718901158404,14.7,331.12615900005443
62,49.43798022111913,-123.3139449667022,29.8,3.238367096726506
63,49.43795647125722,-123.31402189817551,22.1,334.6672285416008
64,49.436060147039065,-123.32174900097039,22.6,339.3806205043677
65,49.435527798916915,-123.32962227911617,27.3,354.0837738276898
66,49.43554146346927,-123.33519709229085,24.5,0.2174620158305629
67,49.433596906353614,-123.3411760381838,5.3,333.4970382372701
68,49.43175325528296,-123.35200475550005,8.9,345.373539211579
69,49.43138241934657,-123.35488531213272,11.5,348.8351988555171
70,49.43120453552378,-123.35738104864953,19.4,353.7643074885873
71,49.43134227863987,-123.36337722458572,22.8,2.0194768124719644
72,49.430951195517444,-123.36771890370751,1.3,352.1383584232642
73,49.43095994744638,-123.36784585298358,1.6,6.033889137001651
74,49.42987467873502,-123.37071765614975,10.7,329.91270775030324
75,49.42930647701233,-123.37320783177361,21.8,340.71913797215274
76,49.428054421584946,-123.38276087212185,4.0,348.64185211915617
77,49.42802890652175,-123.38739861843173,24.9,359.51849858832804
78,49.42607907423982,-123.3942646951271,27.8,336.4756137322132
