,LAT,LON,SOG,COG
70,49.4367644141519,-123.30186560859346,29.4,331.0436895204149
71,49.434742388587296,-123.30773588543225,5.7,332.1603214329387
72,49.434465126238464,-123.30847320433993,10.8,330.0324914527964
73,49.433553661579715,-123.3123119739642,29.1,339.99652096488387
74,49.43361906516822,-123.31588513998422,23.1,1.608993344642613
75,49.433507767136526,-123.31632102222963,14.8,338.6190575966631
76,49.433619991130776,-123.32189299504627,11.3,1.7709700333352743
77,49.4311867011428,-123.3328497322038,7.3,341.1998201846327
78,49.43015904439357,-123.33638689636489,26.4,335.9908253677909
79,49.42749951947828,-123.34321965144572,19.4,329.17571287729544
