,LAT,LON,SOG,COG
50,49.408618033945224,-123.29484589403957,29.7,275.9826906184901
51,49.41131535827798,-123.29684919343082,9.5,64.14547835460137
52,49.41941928227184,-123.2986348976929,11.1,81.81974660283046
53,49.42619572538483,-123.30383019698915,20.8,63.431433798119194
54,49.43030257870266,-123.30510935855749,28.2,78.51670286092592
55,49.43279996770194,-123.30453272097988,9.9,278.5637595887297
56,49.43279996770194,-123.30453272097988,12.7,356.01675155613253
57,49.43265823096447,-123.31406227188221,8.5,358.69720660449855
58,49.43219736759506,-123.31588773491485,28.6,338.8394324800041
59,49.43126058170071,-123.32025322085137,3.2,341.7894319953334
