,LAT,LON,SOG,COG
10,49.310170855662044,-123.42135621401852,2.4,333.41807612612007
11,49.31055278462972,-123.42052156218554,6.6,325.01292663996014
12,49.311816494327715,-123.41849342438081,29.9,316.3778107633443
13,49.316974083846326,-123.4085496727239,17.0,321.56929107151683
14,49.32020202645055,-123.40328575619033,23.5,316.8288710623586
15,49.32257954151104,-123.39399473832405,4.4,338.6178407231097
16,49.3234146729907,-123.39263171012398,28.2,316.85192137127115
17,49.328003989912666,-123.3829322164308,1.8,324.0960199222641
18,49.328090082557836,-123.38217931077651,26.1,350.0761532025006
19,49.32892994594376,-123.37117100386784,15.1,353.33778298759717
